"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"
118	323	43	66	39	0	74	12	8	15	41	1	123	132	16	396	15	45	52	11	29	37	8	11	7	7	283	7	26	35	56
135	63	534	429	203	170	695	52	25	171	10	81	28	708	51	61	111	23	151	211	150	136	44	23	90	75	225	5	52	409	42
304	9	94	393	238	36	175	113	8	67	85	29	41	95	55	69	166	163	2	72	7	41	232	82	1	115	390	134	8	130	8
134	192	282	2880	281	82	349	57	28	817	397	233	244	155	382	539	4342	263	1228	1579	71	17	63	322	377	594	453	35	1293	454	10
248	759	1042	216	584	83	928	1177	112	790	63	378	754	647	96	373	1793	64	496	554	72	484	1369	2095	40	83	2371	411	53	303	35
433	925	511	337	844	119	164	816	147	370	1527	514	256	405	238	2406	293	1688	47	608	480	482	549	829	300	95	1219	114	1942	936	956
413	466	2362	1377	452	65	608	31	58	140	904	462	596	1829	306	200	4360	471	738	57	180	325	293	807	1	666	989	994	84	219	175
3	35	35	46	57	27	7	41	36	28	29	18	39	79	2	234	11	21	44	77	15	175	18	31	15	4	38	17	2	1	56
6	97	215	60	1	55	44	17	29	205	67	45	1	58	27	43	161	0	106	13	3	114	21	19	121	5	8	4	9	190	13
482	1146	554	4810	1046	255	705	405	67	2541	996	631	925	174	181	126	3062	199	291	133	313	677	317	204	198	323	1223	0	604	638	131
2	8	133	96	41	29	123	6	13	160	104	9	0	14	87	84	73	33	5	17	24	0	72	4	21	35	213	12	15	31	16
19	48	40	175	33	6	49	94	1	4	30	73	49	77	67	73	572	15	18	13	31	42	37	16	6	4	91	3	86	5	43
622	714	1220	768	1104	95	901	394	12	1305	243	48	377	852	37	714	4320	115	143	427	645	22	200	1535	160	1479	493	538	143	1443	439
288	917	496	656	890	424	755	185	963	883	21	312	155	630	94	167	204	727	188	8	0	468	362	359	649	354	1363	89	1016	312	401
59	850	2378	1437	4615	33	5614	1215	404	3134	6036	2540	850	167	2203	387	864	195	2140	2246	551	4162	4548	1549	13055	2992	1138	63	307	1778	3700
75	159	65	296	37	23	44	11	149	146	14	39	30	81	8	58	88	38	59	54	110	48	55	106	10	36	176	12	124	27	6
17	117	361	726	275	232	41	494	207	67	1	366	574	33	161	344	126	109	16	256	3	122	105	265	195	46	751	64	105	91	32
12	135	76	67	56	2	44	17	18	60	10	26	22	8	8	112	40	35	0	25	41	32	89	71	3	91	18	10	8	28	7
0	43	10	0	13	10	16	28	6	35	16	44	21	25	2	71	3	12	1	87	12	19	5	1	147	4	19	9	2	0	15
860	3866	1351	1232	101	1451	2551	334	206	299	2549	24	671	1200	1025	3801	4534	1231	1342	1385	567	3594	1381	176	4708	439	629	370	2034	1769	3139
0	85	6	6	2	6	43	10	28	15	1	56	8	3	10	40	119	19	15	71	0	41	52	20	0	31	174	52	14	247	89
132	188	1071	3107	224	52	143	36	708	4448	1	4	169	747	1318	988	531	1040	1112	230	42	796	862	153	1353	989	417	173	311	126	39
98	261	1752	713	621	270	543	55	254	101	555	143	49	20	1431	271	1317	253	468	237	84	28	74	348	11	50	195	58	132	487	6
0	77	34	15	31	6	35	9	1	10	53	61	8	5	43	13	105	4	78	0	5	23	23	32	28	12	1	84	6	14	6
254	81	144	982	103	11	484	35	19	13	238	61	35	29	119	140	210	283	25	73	14	34	238	155	324	117	175	104	13	76	125
1	3462	2295	5081	372	486	6050	1410	2362	29083	10358	1693	5635	2138	3067	5854	1034	1160	5417	895	3900	128	4822	747	237	1024	4514	1421	350	1276	645
1	38	7	19	1	4	1	6	1	14	1	6	3	0	12	36	80	2	20	7	1	9	8	2	5	18	20	1	6	49	16
17	146	88	3	17	0	62	13	30	226	116	214	142	52	116	18	155	10	73	444	40	7	66	0	386	317	180	14	2	82	2
3	96	32	32	28	21	4	9	0	30	9	5	27	9	58	8	43	10	44	2	9	18	34	5	3	33	48	22	20	35	29
176	316	94	179	118	4	201	58	243	336	113	90	32	29	88	188	134	80	75	101	45	5	17	111	154	316	235	78	83	596	47
0	31	6	37	2	16	44	19	7	47	10	13	17	4	6	25	252	19	63	14	12	10	3	0	2	2	101	10	34	159	33
22	53	53	15	40	9	12	46	1	19	12	20	2	16	39	13	58	1	70	1	13	31	2	6	58	84	42	20	10	24	8
479	2427	1067	622	494	1667	3006	5464	21	3327	799	1367	188	727	446	198	19553	140	795	1556	1035	567	3568	1299	179	2565	1152	1301	1561	2335	688
202	340	1000	1248	1288	185	276	572	483	152	2060	89	1444	170	40	893	7247	314	1506	206	487	453	1184	28	339	312	987	246	1617	667	677
840	45	1028	2736	1248	227	1422	2218	256	176	1549	1429	1151	1418	269	1710	405	7	24	282	935	1031	2512	4	1199	2413	2023	501	358	232	153
551	288	624	187	62	41	114	48	261	76	66	5	161	133	32	655	943	249	297	121	149	153	43	44	169	96	9	116	26	363	155
59	182	393	63	175	367	1005	344	173	921	488	633	73	277	191	81	995	390	554	197	636	728	392	214	391	1003	971	72	306	448	884
135	708	6381	1083	43	2269	9522	11	311	1115	2678	3220	1224	2009	1662	2784	16240	49	16	4221	516	579	867	1491	2738	1696	2154	202	838	1810	2121
115	487	405	76	34	2	144	182	187	24	143	143	99	69	39	85	161	75	238	20	235	17	2	66	7	61	94	61	105	95	56
220	2825	1825	76	414	250	1156	251	375	285	2457	3189	1867	188	92	1858	413	971	686	582	410	423	2370	4144	576	666	1667	222	446	593	8
367	64	367	111	219	57	41	653	17	274	9	616	569	803	292	122	1123	166	313	637	51	83	1533	474	931	32	2746	251	639	511	229
97	46	133	0	146	119	82	13	30	182	400	8	244	71	205	210	92	54	5	71	404	54	248	117	125	19	39	3	41	145	65
8	27	10	31	2	1	5	2	11	3	2	0	2	5	5	0	11	0	11	7	1	8	7	1	5	4	39	1	9	11	23
28	154	907	132	135	92	48	235	240	101	16	4	139	67	143	374	336	254	132	75	152	403	7	88	289	105	237	72	425	361	7
11	11	6	31	79	3	15	4	11	12	26	6	65	7	1	15	33	0	9	8	27	16	32	10	20	0	45	13	27	0	2
5	10	92	19	55	17	20	116	25	46	48	16	9	286	54	34	63	4	0	16	112	33	7	46	22	6	81	19	47	21	23
423	165	137	216	221	45	645	24	131	342	77	78	490	100	137	285	5390	170	112	14	17	228	771	3	317	498	52	32	347	507	820
10	274	1	65	59	29	9	19	32	32	123	39	5	13	0	188	217	0	30	7	8	3	0	17	74	11	50	14	35	10	5
72	515	2138	612	106	37	1179	104	82	71	73	202	471	1573	332	383	576	499	75	442	636	321	1151	56	284	2869	987	201	281	574	595
2	7	3	10	29	4	2	8	4	5	9	54	19	17	0	3	17	2	1	14	2	34	4	9	47	7	21	4	4	49	48
345	1207	8868	6325	1990	1922	704	1391	1632	19065	9082	3625	7081	868	1120	1233	7193	2649	3968	3006	1532	1047	4000	180	2271	797	3472	1210	4416	7541	2768
5	0	81	17	82	3	37	7	1	7	67	20	95	8	30	111	26	214	13	16	7	13	2	19	40	44	92	93	7	180	7
122	1622	544	484	166	177	1	133	100	123	205	969	397	575	337	798	362	75	1096	345	143	78	1111	558	2404	62	170	30	137	602	76
25	61	14	19	23	11	0	6	1	20	14	6	5	9	3	22	42	3	2	10	4	24	15	3	11	15	1	0	21	84	77
32	34	35	253	42	36	83	12	5	1	12	188	20	6	240	16	36	51	28	385	49	298	254	55	9	27	82	161	23	372	72
161	487	744	838	591	17	1548	125	482	222	328	603	736	648	1442	1349	1540	437	711	1432	483	878	71	184	1090	1780	16	4	264	25	107
261	293	40	109	211	61	51	2	16	371	257	17	119	40	65	17	494	9	42	11	1	20	103	3	18	350	747	40	10	63	54
117	221	398	160	477	47	25	6	8	240	245	42	105	242	51	42	291	268	281	166	0	73	28	46	17	53	373	65	315	487	353
736	225	233	878	44	26	794	167	102	610	235	288	664	168	42	1384	996	43	345	0	374	200	216	53	346	254	763	109	172	261	70
6	178	6	270	4	33	103	3	5	3	258	1	21	117	55	91	142	29	4	188	11	5	14	19	9	0	38	24	36	10	10
119	13	59	57	56	99	9	113	17	137	0	2	28	20	133	25	119	17	66	71	61	55	48	94	127	102	441	45	32	40	5
44	15	76	18	28	44	35	7	22	6	94	10	66	68	1	25	4	1	45	0	44	1	3	10	49	98	239	4	53	12	4
0	29	83	5	4	12	24	9	11	8	45	12	14	15	62	61	77	34	14	40	10	70	28	31	45	2	124	4	28	37	94
2	525	117	1246	202	28	290	16	43	590	1215	123	237	498	64	642	628	97	23	18	49	148	137	129	156	119	69	136	986	90	22
30	35	6	1	10	0	11	18	4	50	3	19	39	37	21	5	157	34	12	39	8	36	27	15	13	23	15	4	5	31	27
118	388	1028	739	619	172	99	131	12	150	173	297	247	92	34	1518	1747	1148	208	135	45	605	99	279	421	1380	700	888	159	43	36
197	94	121	260	739	211	1169	60	155	0	46	62	183	127	325	191	50	212	50	3	353	770	170	170	42	179	11	180	313	282	385
0	8	20	5	12	8	6	15	19	58	6	3	36	2	2	4	14	23	3	15	0	0	2	3	3	4	44	0	4	47	48
142	1288	414	350	244	146	165	69	81	9	8	12	247	13	120	893	841	120	91	145	85	551	294	11	31	148	7	139	113	34	192
31	135	24	126	17	96	50	65	17	4	41	6	6	3	85	77	265	59	8	5	43	42	15	2	131	42	44	8	10	49	8
1	95	105	56	536	278	294	130	127	52	154	41	217	83	215	304	1368	40	16	1	740	324	119	170	83	166	128	68	670	731	268
0	12	9	2	0	7	14	9	0	6	3	0	5	6	6	10	97	1	0	6	4	9	3	1	9	11	0	9	0	17	6
438	53	429	254	690	822	723	516	1098	694	2158	5	1324	175	211	732	449	1270	561	147	61	127	211	150	88	34	3080	765	240	887	54
2	14	156	33	21	15	22	14	11	8	160	69	24	28	73	67	92	13	15	32	61	2	10	29	61	4	21	7	12	12	9
2	1	9	0	0	10	16	5	1	5	2	4	10	19	2	23	7	34	18	16	19	32	0	38	13	25	55	0	13	6	4
47	5	79	85	91	54	26	62	88	476	479	24	150	234	130	193	564	150	7	6	17	8	2	56	39	36	298	2	3	114	56
58	102	411	68	6	34	20	42	18	47	34	4	19	138	93	100	236	71	173	1	59	132	92	141	152	165	10	47	38	12	207
42	147	404	387	19	89	1	249	21	587	204	1036	103	17	164	286	1117	145	148	74	499	329	23	8	588	232	110	57	126	123	345
82	202	127	157	78	201	131	17	4	101	779	118	7	46	3	209	92	9	30	1	24	261	165	174	61	853	136	166	139	586	42
198	7	544	1237	96	39	460	317	76	186	59	413	2557	106	122	415	280	246	92	191	195	483	79	348	48	966	194	223	106	85	1
38	98	20	66	10	20	56	164	118	50	133	18	134	53	30	81	1375	33	51	98	68	11	33	231	503	176	89	212	164	84	66
603	1591	2006	66	1548	46	986	3	1001	1385	19	773	110	1358	1081	702	3739	254	123	243	1824	23	18	83	159	946	3132	651	293	241	993
825	4730	586	2961	1579	162	14435	939	54	2179	1574	2022	62	2372	888	4453	2514	104	825	67	537	532	54	91	2117	1167	2670	2043	3269	6150	96
33	365	5742	3521	1313	183	1918	43	1422	2185	463	933	904	447	415	1831	10105	778	132	6032	1130	4038	3429	993	2436	537	2199	1261	2190	1487	389
0	20	34	2	17	12	6	1	27	14	6	41	111	5	12	81	0	0	0	5	4	5	2	0	3	8	0	11	0	7	6
2	38	534	393	326	362	3226	835	443	1044	696	108	88	137	321	4156	117	745	15	292	517	704	593	1372	1296	635	2104	347	121	15	852
320	10761	1210	12	5822	35	4500	207	1117	3319	6164	9864	11211	1247	4562	29075	41808	8678	2862	9821	681	623	2997	3445	3012	19534	16697	7611	28685	16690	14415
206	114	309	117	27	62	31	38	46	136	264	122	65	212	32	39	136	42	84	66	40	19	11	9	16	0	80	24	8	81	19
107	10515	2086	6783	13406	975	9762	4256	2453	4796	393	1232	7091	1431	695	1274	31157	135	236	12057	5211	3264	96	3689	5955	140	3743	4205	994	5640	3980
687	2608	95	973	333	52	2355	150	223	627	1387	46	109	4563	1193	349	10195	525	959	1275	699	1089	215	2559	245	55	574	1042	476	5330	252
481	938	1734	969	370	132	3201	47	349	1320	228	131	107	439	572	643	1515	273	347	50	1060	378	132	343	661	1238	1387	120	374	1670	218
17	41	27	150	133	0	35	31	30	156	150	8	173	52	32	86	542	145	211	43	73	6	342	16	188	394	217	250	316	9	109
72	271	880	105	260	562	151	149	23	363	74	72	158	891	301	302	940	129	25	107	77	93	596	178	6	118	867	595	492	481	150
2407	3669	2241	8294	6721	1365	80	1901	1354	376	520	1818	6265	1373	222	1242	4643	176	1752	1352	4820	1388	313	330	5866	9185	11716	1085	123	8045	2901
4	54	3	3	7	1	23	0	6	108	77	15	17	0	5	24	1	3	2	4	1	0	6	2	2	0	0	39	1	4	0
8	9	36	62	14	15	1	12	3	2	17	44	5	15	12	73	20	12	1	24	9	21	4	11	114	13	14	6	15	29	41
23	395	720	8	71	10	156	423	73	669	707	110	700	16	400	129	364	109	39	285	87	155	745	120	56	110	135	165	28	36	245
33	1495	864	753	1224	419	545	103	181	1322	252	1125	1463	132	643	45	737	855	264	997	237	251	1239	520	696	1013	175	54	139	340	640
280	3393	503	423	626	161	606	449	128	9281	2013	471	2454	2118	49	4151	12290	603	64	554	1015	141	746	275	491	2963	2923	117	106	1286	568
229	506	1302	1406	978	169	51	174	72	1753	2200	1291	4522	1300	2500	1616	1363	2258	1195	1142	39	16	265	4785	3690	5649	238	435	215	4075	342
16	3	75	67	105	22	44	9	118	63	70	25	6	188	12	59	298	31	46	23	12	127	19	15	13	367	23	2	43	12	14
595	534	1315	1019	290	1710	576	209	123	215	3960	531	98	559	345	6293	954	48	48	1510	118	270	1308	231	183	1342	1498	14	178	333	103
41	2120	102	919	2126	8370	7927	938	661	1138	1911	113	2138	4297	2377	19539	5681	3935	313	2560	549	2492	834	4175	10275	2313	17992	4480	6718	542	317
181	352	3183	41	243	122	115	4	21	223	621	13	413	364	290	1465	2592	32	457	523	142	454	62	34	187	212	708	542	416	57	33
43	168	15	139	334	80	59	158	72	120	361	177	105	35	30	158	151	104	10	169	18	129	83	51	18	6	483	169	52	143	78
58	1321	295	124	835	132	333	114	39	150	1	541	173	142	155	3549	1441	194	481	314	146	20	84	1140	324	410	1469	195	120	245	509
82	314	215	175	7	292	35	59	83	514	32	902	1574	551	127	70	1294	10	235	96	39	37	69	16	196	949	2027	22	805	68	287
3	149	564	122	255	27	54	175	22	251	50	253	540	1699	126	818	210	511	227	254	48	270	62	131	712	4	86	94	274	151	53
815	1102	462	3674	244	941	284	333	2460	1955	342	2797	755	149	283	41	1513	1701	804	1144	4531	101	445	49	2748	8809	1008	1767	2937	535	618
125	628	379	1042	2002	48	215	171	423	655	1821	923	181	1254	1361	1506	347	417	24	9	136	191	73	455	37	1110	352	34	614	170	389
85	763	188	75	412	59	124	69	13	90	17	155	105	137	379	628	224	143	47	33	42	96	167	57	148	560	1616	7	9	266	2
964	1545	2787	7494	4489	4813	8762	2436	1905	1124	4332	54	923	1194	966	1370	1160	108	8004	1557	449	1632	4933	792	5253	116	656	293	1640	1337	668
1066	18864	2749	2498	414	264	8899	813	1224	5498	12181	2034	2184	37	925	1900	439	775	3436	856	3876	684	2069	1623	1229	1380	11954	4176	61	2458	1389
1535	8919	9748	10455	16071	4017	6164	5731	448	4626	695	1662	318	6596	5828	3901	7652	12527	926	3691	1508	1901	2404	2249	30516	117	22594	1491	2483	5287	7033
395	1925	1253	100	223	1400	1260	417	2074	1817	181	41	4039	639	2242	1645	5582	4019	993	1578	1262	2204	651	357	1138	204	3235	94	99	6611	1220
326	507	7980	4673	10094	73	525	771	1792	2537	12775	3626	4178	838	3141	4617	9721	1791	2920	954	5805	6669	117	1612	174	2860	7423	1865	619	892	230
1273	2603	84	175	2419	587	4443	775	918	399	7409	342	710	751	7610	3151	6117	253	3737	303	324	3588	1243	402	236	286	1736	1661	1623	2376	1459
707	143	1053	2409	1193	779	162	52	905	1623	2205	160	3	734	343	1102	5245	1071	186	1234	668	688	368	150	747	3281	849	390	285	809	10
675	48	285	369	551	51	352	6	107	34	42	57	871	1283	606	1104	1885	657	223	286	394	372	237	233	62	94	43	901	44	585	102
2259	1219	8331	4182	1187	941	5249	123	1710	5586	2041	178	2636	557	3774	2903	13653	2842	1659	3883	454	695	1063	1947	2025	6579	5686	1559	172	128	1696
222	76	146	80	7	183	63	90	316	231	68	11	105	18	111	15	361	9	199	22	238	28	10	317	230	128	728	5	21	4	0
379	340	32	1074	29	172	794	642	317	1253	719	185	282	47	621	1410	1068	345	144	434	515	221	91	201	103	20	30	322	401	155	160
2	256	134	192	5	182	80	15	21	182	5	457	95	31	85	357	362	191	102	656	52	80	91	47	136	67	133	29	14	9	150
27	693	2153	1715	330	143	1257	8	577	17	444	370	349	123	1426	907	3277	1911	592	96	310	233	1079	209	736	196	6430	917	1586	303	1659
36	129	123	143	699	8	29	33	221	123	110	19	52	77	70	448	137	357	15	75	22	175	113	715	25	44	20	63	123	356	44
91	62	38	347	10	102	84	29	143	85	130	48	82	31	20	528	609	54	71	211	28	134	25	119	271	261	693	32	27	222	53
567	218	643	156	211	76	437	25	227	344	857	111	58	542	611	550	614	106	262	30	419	242	942	190	354	206	285	34	63	1892	623
32	12	201	84	128	3	127	48	235	41	19	227	37	5	10	223	112	490	95	16	35	41	20	326	370	120	12	13	14	243	40
1596	1357	1272	861	44	747	3046	731	168	2677	3090	191	43	3496	653	285	6309	428	1519	103	1977	502	1366	132	758	552	983	413	321	1004	232
8	0	58	6	21	49	85	10	7	79	61	12	17	46	12	6	2	95	0	16	114	70	3	20	64	10	154	4	32	51	66
4	31	4	13	6	1	0	12	4	11	12	2	4	0	3	32	53	42	11	17	27	7	26	4	2	8	16	0	38	5	1
36	1116	333	1584	547	78	1135	467	162	983	971	6	609	694	1615	2099	173	205	142	646	462	381	1886	1970	479	464	334	168	627	612	715
226	208	451	263	388	325	80	771	5	478	211	336	373	532	179	199	2160	216	369	187	143	46	344	58	122	462	1065	272	246	61	55
120	4702	1618	304	72	794	78	427	52	1508	1754	1080	836	804	262	0	2256	1092	177	1001	1385	1091	180	52	27	1266	2335	994	1444	250	671
60	349	963	443	525	116	507	693	358	2297	755	456	823	19	302	135	198	116	605	764	359	574	973	1	2119	207	140	20	379	645	426
0	26	286	374	636	323	0	190	50	481	9	593	875	20	285	1776	208	292	216	59	309	103	183	19	821	323	37	1040	133	640	16
50	484	383	54	95	116	583	94	20	142	328	68	183	31	155	838	636	196	308	200	365	991	1017	16	149	13	262	49	129	53	23
12	130	34	27	329	49	51	81	106	1	205	44	18	107	2	28	44	31	154	49	52	19	49	5	52	36	171	16	5	20	17
1	40	7	44	7	32	114	14	17	5	67	24	15	124	18	13	923	148	13	19	48	109	66	11	14	2	111	50	2	13	17
7	28	1	1	2	8	45	2	15	47	41	7	33	5	6	39	145	33	8	69	6	20	1	1	0	24	54	18	13	17	12
399	13675	2298	9916	254	3767	1721	436	2003	5188	12578	3816	6002	1858	10223	3867	9593	39737	16880	8825	2386	9866	4775	775	615	11825	684	11184	5820	8663	1869
39	328	46	108	605	76	90	608	7	28	65	260	75	107	316	26	195	199	33	145	80	46	28	45	57	73	984	64	98	503	580
131	77	63	97	82	35	248	104	310	265	80	104	48	265	7	239	89	469	24	143	12	96	106	18	39	162	235	8	39	77	49
509	2932	419	9	1208	1425	939	701	254	1045	382	254	490	338	513	48	574	449	113	734	164	679	1	702	4	4109	1852	109	1149	1108	393
186	4997	1241	43	1369	66	734	44	617	513	530	739	977	1275	327	1015	857	319	51	1854	285	584	36	287	362	972	178	399	733	1384	114
264	122	302	2221	253	191	443	44	109	2248	407	521	3991	497	1639	2295	7847	5	85	2461	787	1158	1146	1918	4308	2356	960	876	1742	2335	967
35	8	282	726	206	84	236	178	159	55	58	151	345	289	132	481	283	495	200	231	226	247	287	310	245	21	30	77	44	121	281
821	1477	1125	443	2510	277	1440	263	1601	2213	378	1299	1054	13	750	4407	11884	1749	1031	3245	223	4808	826	348	1216	953	10342	1190	583	526	89
279	2103	1259	1416	1950	434	1250	6033	790	843	1950	1065	488	3989	3764	6225	5200	79	1145	2098	2374	653	1228	706	862	5226	3164	758	1589	709	830
7	7	19	15	13	7	24	2	5	4	23	0	5	12	2	48	31	4	7	8	1	2	5	7	5	35	17	3	6	0	10
376	9223	35	680	7806	1280	7328	2552	3185	1906	541	4865	457	1006	2786	3154	3076	940	4249	722	4541	2366	3111	6538	323	2768	478	1213	176	219	1906
335	1888	905	1329	6145	1610	8905	2441	349	5354	1931	15015	3189	1117	450	2043	13997	2199	1755	4316	6628	274	2579	147	1813	1572	781	418	1739	3647	1578
3	621	601	390	192	672	262	163	125	202	1264	319	260	2124	150	580	550	357	153	366	558	76	128	46	220	269	148	238	195	534	55
5	221	539	559	276	27	290	34	87	367	4	98	112	11	102	160	562	178	88	399	112	208	178	248	3	911	173	184	177	1196	258
207	157	372	1260	867	18	42	278	17	5	59	27	95	280	92	298	700	171	207	251	359	64	196	95	38	179	827	1	8	228	49
242	65	96	7	115	397	363	55	17	15	339	32	331	173	13	34	1328	105	105	80	49	45	192	8	159	385	334	14	331	2	6
49	24	38	52	2	12	17	15	21	23	19	13	61	17	10	142	47	8	16	8	39	1	12	0	20	9	55	24	26	82	5
8	18	2620	463	532	284	1010	297	73	46	48	718	1839	335	295	271	5714	464	1071	850	2	1002	608	1071	1296	884	293	1247	452	797	934
20	2580	5303	1823	766	792	1379	649	453	73	1597	2374	2609	193	733	841	798	109	740	409	178	1374	287	3576	747	90	6764	246	660	8646	145
0	23	8	20	69	10	7	2	6	30	3	4	2	27	3	33	11	8	0	2	34	0	1	16	5	21	2	0	0	1	3
45	63	98	33	64	3	38	15	3	70	4	22	14	49	18	75	33	32	52	24	4	2	3	22	39	0	72	75	104	9	101
8	169	152	220	45	2	150	79	18	47	115	92	64	157	21	138	23	40	41	41	227	3	2	130	21	2	61	62	20	554	8
120	222	2	74	509	10	295	27	181	319	148	3	76	32	2	864	837	50	12	48	69	238	132	42	16	118	216	39	12	349	27
138	2103	1124	796	2921	32	3141	426	1325	170	5306	728	156	129	242	449	498	800	515	260	122	1800	393	10	1763	298	538	408	240	1073	473
75	111	264	41	338	243	3	111	175	360	666	129	3	440	133	114	1218	11	83	23	68	139	165	65	10	44	35	287	137	348	501
260	302	793	310	1796	1523	5435	133	1117	839	3923	4970	259	143	4042	4780	14550	525	10396	4	3523	361	7641	686	3975	268	1420	1677	288	2390	7504
116	454	877	160	995	526	182	9	126	141	121	1259	318	169	519	993	530	11	56	130	93	155	341	177	874	83	1800	291	309	66	244
478	6260	3848	15803	13454	7947	7364	11018	8959	38597	25322	5169	1905	18981	39878	2073	3092	10970	11891	16946	6305	10043	25596	2235	26361	18026	7542	10639	135	2550	3685
6	55	30	855	147	160	168	114	44	56	326	110	4	73	348	2469	965	1571	502	123	49	92	11	28	681	211	489	350	276	519	283
26	0	58	9	10	3	3	4	8	6	84	2	1	14	1	18	52	0	0	4	10	46	0	5	14	0	4	1	1	14	0
236	46	1258	97	166	206	1760	670	49	1024	573	63	117	780	1201	614	3370	20	313	162	360	55	172	248	440	66	482	821	118	4146	100
1316	2956	459	1783	5953	1185	3161	1501	1595	503	1017	358	396	3367	811	5380	8155	244	4608	1339	965	6258	1847	655	2307	525	655	1227	2412	988	1285
205	646	626	457	536	34	861	746	230	777	401	591	1264	826	747	470	4150	182	282	110	560	67	153	209	477	418	354	1244	98	1640	38
17	29	92	39	34	47	78	28	36	7	23	102	94	69	113	81	45	12	182	69	41	16	43	46	30	44	487	50	80	240	17
129	1352	79	184	135	143	78	258	316	1169	152	119	88	388	263	503	1370	82	39	11	200	702	241	18	26	14	1066	102	17	1111	26
169	719	841	6513	4641	250	1053	928	53	698	587	1202	724	4954	3219	1617	1967	923	502	3940	2659	459	1812	1166	579	60	919	2579	2	7520	413
776	118	112	10573	1778	474	7653	1221	219	1462	2564	426	2937	857	482	1457	7455	4348	42	710	1639	3756	5351	3763	338	1251	206	978	5956	11341	1604
939	1672	11	212	277	453	1660	586	1476	2989	208	877	442	859	618	2316	522	2059	1259	992	1255	2253	1034	1245	64	461	1112	2	395	3836	815
2	295	205	15	0	49	195	43	119	106	305	237	22	11	14	1	36	172	1	13	68	102	124	4	68	10	310	23	0	42	75
18	445	204	43	163	2	96	241	64	49	132	13	20	114	39	260	97	112	68	68	5	28	54	24	34	31	142	131	33	67	78
84	28	15	171	102	121	7	43	25	40	224	78	70	95	13	63	76	286	39	0	229	40	98	83	13	34	44	82	12	158	0
33	113	115	70	95	75	25	8	24	3	25	38	2	7	70	100	19	15	44	2	101	170	5	26	0	128	63	9	33	46	43
14	4	10	63	16	18	7	7	2	31	2	5	5	27	10	4	11	40	22	1	15	1	5	7	15	5	55	5	15	51	84
7	250	15	3	0	10	10	0	0	20	1	11	2	56	6	7	2	18	15	0	23	8	4	4	46	4	4	2	5	0	10
58	87	11	90	71	21	180	45	104	62	324	57	87	98	222	113	117	55	20	64	40	41	76	3	4	5	527	75	0	18	36
61	14	6	64	194	61	72	2	42	108	300	40	67	58	111	365	109	10	47	90	38	172	14	40	43	23	59	32	46	189	10
567	26575	11673	458	792	6915	27400	191	1562	5036	527	6518	5666	9691	292	19496	34631	30989	8496	3556	3817	7359	6838	8087	6251	15620	5927	1937	967	1710	4347
437	39	214	715	322	1362	799	419	446	773	1204	1567	335	1527	273	4914	938	1201	1680	685	62	2080	644	381	1405	721	242	1	114	1271	526
385	4073	1554	113	23	181	1739	181	766	1629	666	891	3255	890	979	897	4056	881	2773	1392	188	1497	1130	1047	3142	1087	511	585	64	6614	128
4	106	15	359	79	15	412	54	66	109	492	96	0	83	245	442	830	98	114	67	23	16	100	0	21	267	74	26	24	27	4
274	572	1303	218	193	459	1292	124	50	359	1081	1594	4134	613	644	628	2859	109	2696	81	489	82	289	9	1456	595	525	615	146	2058	1261
520	200	77	407	495	69	383	155	464	63	1004	138	879	353	302	1729	860	503	226	336	55	1711	225	1075	861	18	1552	373	236	3530	290
50	326	5	98	69	24	63	73	139	20	40	86	418	355	47	707	258	738	534	163	201	180	56	189	107	333	549	285	273	3021	14
2379	7973	25265	8191	10030	4466	5046	1791	4515	19255	4811	611	8199	2485	520	33719	7003	1756	18267	1320	8512	6220	4875	8270	661	12100	499	9074	74	21525	8251
14	153	2	281	67	186	5	22	12	107	319	83	57	14	27	440	165	2	20	63	20	41	5	25	318	28	9	19	144	74	56
308	1243	287	920	342	19	48	89	442	173	1085	46	171	53	123	732	1413	83	175	565	119	681	104	82	252	545	90	167	39	703	158
52	454	26	287	87	28	292	852	112	9	82	12	216	617	17	25	94	58	504	109	168	20	7	152	26	181	150	45	382	498	40
1489	256	244	3657	1716	131	284	306	923	727	5173	24	1896	232	407	2480	6746	660	374	520	12	451	2907	487	312	2581	1779	780	607	145	616
106	67	377	72	28	57	57	44	40	8	235	6	99	48	1	104	471	22	1	0	4	83	11	48	98	160	13	105	18	6	53
1	366	107	649	49	290	547	7	441	282	561	213	217	99	630	129	1310	207	417	1499	158	748	136	29	113	644	196	69	696	291	210
44	361	19	139	46	14	35	0	13	17	9	23	72	88	162	16	285	25	6	7	8	0	7	8	16	7	16	28	46	107	64
136	7	143	62	28	11	63	4	1	6	24	15	2	11	4	32	153	1	47	3	20	4	11	9	1	21	36	16	45	21	30
4	14	193	458	52	24	40	7	1	139	60	79	128	326	148	563	566	101	14	124	26	109	47	336	94	273	312	23	76	227	231
33	84	398	203	712	7	185	273	185	0	258	99	6	115	63	889	101	33	116	338	159	25	62	77	105	350	656	77	49	385	80
316	438	516	14	184	64	226	210	90	380	955	468	803	314	13	443	241	258	258	121	195	268	354	430	252	202	94	70	42	167	103
